Time,Amplitude
0.0,1.0
0.001000250062515629,1.0
0.002000500125031258,1.0
0.003000750187546887,1.0
0.004001000250062516,1.0
0.005001250312578145,1.0
0.006001500375093774,1.0
0.007001750437609403,1.0
0.008002000500125032,1.0
0.009002250562640661,1.0
0.01000250062515629,1.0
0.01100275068767192,1.0
0.012003000750187547,1.0
0.013003250812703177,1.0
0.014003500875218806,1.0
0.015003750937734435,1.0
0.016004001000250064,1.0
0.017004251062765693,1.0
0.018004501125281323,1.0
0.019004751187796952,1.0
0.02000500125031258,1.0
0.02100525131282821,1.0
0.02200550137534384,1.0
0.02300575143785947,1.0
0.024006001500375095,1.0
0.025006251562890724,1.0
0.026006501625406353,1.0
0.027006751687921982,1.0
0.02800700175043761,1.0
0.02900725181295324,1.0
0.03000750187546887,1.0
0.0310077519379845,1.0
0.03200800200050013,1.0
0.033008252063015754,1.0
0.03400850212553139,1.0
0.03500875218804701,1.0
0.036009002250562645,1.0
0.03700925231307827,1.0
0.038009502375593904,1.0
0.03900975243810953,1.0
0.04001000250062516,1.0
0.04101025256314079,1.0
0.04201050262565642,1.0
0.043010752688172046,1.0
0.04401100275068768,1.0
0.045011252813203305,1.0
0.04601150287571894,1.0
0.04701175293823456,1.0
0.04801200300075019,1.0
0.04901225306326582,1.0
0.05001250312578145,1.0
0.05101275318829708,1.0
0.052013003250812706,1.0
0.05301325331332834,1.0
0.054013503375843964,1.0
0.0550137534383596,1.0
0.05601400350087522,1.0
0.057014253563390856,1.0
0.05801450362590648,1.0
0.059014753688422114,1.0
0.06001500375093774,1.0
0.06101525381345337,1.0
0.062015503875969,1.0
0.06301575393848463,1.0
0.06401600400100026,1.0
0.06501625406351588,1.0
0.06601650412603151,1.0
0.06701675418854715,1.0
0.06801700425106277,1.0
0.0690172543135784,1.0
0.07001750437609403,1.0
0.07101775443860966,1.0
0.07201800450112529,1.0
0.07301825456364092,1.0
0.07401850462615654,1.0
0.07501875468867218,1.0
0.07601900475118781,1.0
0.07701925481370343,1.0
0.07801950487621906,1.0
0.0790197549387347,1.0
0.08002000500125032,1.0
0.08102025506376595,1.0
0.08202050512628158,1.0
0.0830207551887972,1.0
0.08402100525131284,1.0
0.08502125531382847,1.0
0.08602150537634409,1.0
0.08702175543885972,1.0
0.08802200550137536,1.0
0.08902225556389098,1.0
0.09002250562640661,1.0
0.09102275568892224,1.0
0.09202300575143788,1.0
0.0930232558139535,1.0
0.09402350587646913,1.0
0.09502375593898475,1.0
0.09602400600150038,1.0
0.09702425606401602,1.0
0.09802450612653164,1.0
0.09902475618904727,1.0
0.1000250062515629,1.0
0.10102525631407853,1.0
0.10202550637659416,1.0
0.10302575643910979,1.0
0.10402600650162541,1.0
0.10502625656414105,1.0
0.10602650662665668,1.0
0.1070267566891723,1.0
0.10802700675168793,1.0
0.10902725681420357,1.0
0.1100275068767192,1.0
0.11102775693923482,1.0
0.11202800700175045,1.0
0.11302825706426607,1.0
0.11402850712678171,1.0
0.11502875718929734,1.0
0.11602900725181296,1.0
0.11702925731432859,1.0
0.11802950737684423,1.0
0.11902975743935985,1.0
0.12003000750187548,1.0
0.1210302575643911,1.0
0.12203050762690675,1.0
0.12303075768942237,1.0
0.124031007751938,1.0
0.12503125781445362,1.0
0.12603150787696926,1.0
0.12703175793948487,1.0
0.1280320080020005,1.0
0.12903225806451615,1.0
0.13003250812703177,1.0
0.1310327581895474,1.0
0.13203300825206302,1.0
0.13303325831457866,1.0
0.1340335083770943,1.0
0.1350337584396099,1.0
0.13603400850212555,1.0
0.1370342585646412,1.0
