Time,Amplitude
0.0,-0.6000084772334552
0.001000250062515629,-0.6000084772334552
0.002000500125031258,-0.6000084772334552
0.003000750187546887,-0.6000084772334552
0.004001000250062516,-0.6000084772334552
0.005001250312578145,-0.6000084772334552
0.006001500375093774,-0.6000084772334552
0.007001750437609403,-0.6000084772334552
0.008002000500125032,-0.6000084772334552
0.009002250562640661,-0.6000084772334552
0.01000250062515629,-0.6000084772334552
0.01100275068767192,-0.6000084772334552
0.012003000750187547,-0.6000084772334552
0.013003250812703177,-0.6000084772334552
0.014003500875218806,-0.6000084772334552
0.015003750937734435,-0.6000084772334552
0.016004001000250064,-0.6000084772334552
0.017004251062765693,-0.6000084772334552
0.018004501125281323,-0.6000084772334552
0.019004751187796952,-0.6000084772334552
0.02000500125031258,-0.6000084772334552
0.02100525131282821,-0.6000084772334552
0.02200550137534384,-0.6000084772334552
0.02300575143785947,-0.6000084772334552
0.024006001500375095,-0.6000084772334552
0.025006251562890724,-0.6000084772334552
0.026006501625406353,-0.6000084772334552
0.027006751687921982,-0.6000084772334552
0.02800700175043761,-0.6000084772334552
0.02900725181295324,-0.6000084772334552
0.03000750187546887,-0.6000084772334552
0.0310077519379845,-0.6000084772334552
0.03200800200050013,-0.6000084772334552
0.033008252063015754,-0.6000084772334552
0.03400850212553139,-0.6000084772334552
0.03500875218804701,-0.6000084772334552
0.036009002250562645,-0.6000084772334552
0.03700925231307827,-0.6000084772334552
0.038009502375593904,-0.6000084772334552
0.03900975243810953,-0.6000084772334552
0.04001000250062516,-0.6000084772334552
0.04101025256314079,-0.6000084772334552
0.04201050262565642,-0.6000084772334552
0.043010752688172046,-0.6000084772334552
0.04401100275068768,-0.6000084772334552
0.045011252813203305,-0.6000084772334552
0.04601150287571894,-0.6000084772334552
0.04701175293823456,-0.6000084772334552
0.04801200300075019,-0.6000084772334552
0.04901225306326582,-0.6000084772334552
0.05001250312578145,-0.6000084772334552
0.05101275318829708,-0.6000084772334552
0.052013003250812706,-0.6000084772334552
0.05301325331332834,-0.6000084772334552
0.054013503375843964,-0.6000084772334552
0.0550137534383596,-0.6000084772334552
0.05601400350087522,-0.6000084772334552
0.057014253563390856,-0.6000084772334552
0.05801450362590648,-0.6000084772334552
0.059014753688422114,-0.6000084772334552
0.06001500375093774,-0.6000084772334552
0.06101525381345337,-0.6000084772334552
0.062015503875969,-0.6000084772334552
0.06301575393848463,-0.6000084772334552
0.06401600400100026,-0.6000084772334552
0.06501625406351588,-0.6000084772334552
0.06601650412603151,-0.6000084772334552
0.06701675418854715,-0.6000084772334552
0.06801700425106277,-0.6000084772334552
0.0690172543135784,-0.6000084772334552
0.07001750437609403,-0.6000084772334552
0.07101775443860966,-0.6000084772334552
0.07201800450112529,-0.6000084772334552
0.07301825456364092,-0.6000084772334552
0.07401850462615654,-0.6000084772334552
0.07501875468867218,-0.6000084772334552
0.07601900475118781,-0.6000084772334552
0.07701925481370343,-0.6000084772334552
0.07801950487621906,-0.6000084772334552
0.0790197549387347,-0.6000084772334552
0.08002000500125032,-0.6000084772334552
0.08102025506376595,-0.6000084772334552
0.08202050512628158,-0.6000084772334552
0.0830207551887972,-0.6000084772334552
0.08402100525131284,-0.6000084772334552
0.08502125531382847,-0.6000084772334552
0.08602150537634409,-0.6000084772334552
0.08702175543885972,-0.6000084772334552
0.08802200550137536,-0.6000084772334552
0.08902225556389098,-0.6000084772334552
0.09002250562640661,-0.6000084772334552
0.09102275568892224,-0.6000084772334552
0.09202300575143788,-0.6000084772334552
0.0930232558139535,-0.6000084772334552
0.09402350587646913,-0.6000084772334552
0.09502375593898475,-0.6000084772334552
0.09602400600150038,-0.6000084772334552
0.09702425606401602,-0.6000084772334552
0.09802450612653164,-0.6000084772334552
0.09902475618904727,-0.6000084772334552
0.1000250062515629,-0.6000084772334552
0.10102525631407853,-0.6000084772334552
0.10202550637659416,-0.6000084772334552
0.10302575643910979,-0.6000084772334552
0.10402600650162541,-0.6000084772334552
0.10502625656414105,-0.6000084772334552
0.10602650662665668,-0.6000084772334552
0.1070267566891723,-0.6000084772334552
0.10802700675168793,-0.6000084772334552
0.10902725681420357,-0.6000084772334552
0.1100275068767192,-0.6000084772334552
0.11102775693923482,-0.6000084772334552
0.11202800700175045,-0.6000084772334552
0.11302825706426607,-0.6000084772334552
0.11402850712678171,-0.6000084772334552
0.11502875718929734,-0.6000084772334551
0.11602900725181296,-0.6000084772334551
0.11702925731432859,-0.6000084772334549
0.11802950737684423,-0.6000084772334544
0.11902975743935985,-0.6000084772334533
0.12003000750187548,-0.6000084772334511
0.1210302575643911,-0.600008477233446
0.12203050762690675,-0.6000084772334351
0.12303075768942237,-0.6000084772334114
0.124031007751938,-0.6000084772333613
0.12503125781445362,-0.6000084772332553
0.12603150787696926,-0.6000084772330342
0.12703175793948487,-0.6000084772325773
0.1280320080020005,-0.6000084772316427
0.12903225806451615,-0.6000084772297509
0.13003250812703177,-0.6000084772259594
0.1310327581895474,-0.600008477218438
0.13203300825206302,-0.6000084772036691
0.13303325831457866,-0.600008477174964
0.1340335083770943,-0.6000084771197387
0.1350337584396099,-0.6000084770145724
0.13603400850212555,-0.6000084768163416
0.1370342585646412,-0.6000084764464961
0.1380345086271568,-0.600008475763498
0.13903475868967244,-0.6000084745150629
0.14003500875218805,-0.600008472256377
0.1410352588147037,-0.6000084682116869
0.14203550887721933,-0.6000084610428243
0.14303575893973494,-0.6000084484667085
0.14403600900225058,-0.6000084266308812
0.1450362590647662,-0.600008389106381
0.14603650912728183,-0.6000083252833592
0.14703675918979747,-0.6000082178468842
0.14803700925231308,-0.6000080388553247
0.14903725931482872,-0.6000077437249477
0.15003750937734436,-0.6000072621214454
0.15103775943985998,-0.6000064843479234
0.15203800950237562,-0.6000052412724612
